id,title,description,content_rating,budget,genres,runtime_minutes,num_votes
tt5074352,Dangal,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.",Not Rated,700000000.0,"['Action', 'Biography', 'Drama']",161,240525
tt0040522,Ladri di biciclette,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.",Not Rated,133000.0,['Drama'],89,191816
tt0120382,The Truman Show,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,PG,60000000.0,"['Comedy', 'Drama']",103,1359102
tt15398776,Oppenheimer,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.",R,100000000.0,"['Biography', 'Drama', 'History']",180,1009978
tt6966692,Green Book,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,PG-13,23000000.0,"['Biography', 'Comedy', 'Drama']",130,677168
tt1130884,Shutter Island,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,R,80000000.0,"['Drama', 'Mystery', 'Thriller']",138,1630494
tt0055031,Judgment at Nuremberg,"Fictionalized depiction of the 1947 Judges' Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.",Approved,3000000.0,"['Drama', 'History', 'War']",179,96385
tt0372784,Batman Begins,"After witnessing his parents' death, billionaire Bruce Wayne learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",PG-13,150000000.0,"['Action', 'Crime', 'Drama']",140,1702722
tt8503618,Hamilton,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",PG-13,,"['Biography', 'Drama', 'History']",160,137814
tt0059578,Per qualche dollaro in più,Two bounty killers with similar intentions but different motivations team up to take down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,R,600000.0,"['Drama', 'Western']",132,298706
tt0075314,Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",R,1300000.0,"['Crime', 'Drama']",114,1019365
tt0107290,Jurassic Park,"An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger.",PG-13,63000000.0,"['Action', 'Adventure', 'Sci-Fi']",127,1169076
tt0053291,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Approved,2883848.0,"['Comedy', 'Music', 'Romance']",121,303550
tt0469494,There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",R,25000000.0,['Drama'],158,703057
tt0012349,The Kid,"The Tramp cares for an abandoned child, but events put their relationship in jeopardy.",Passed,250000.0,"['Comedy', 'Drama', 'Family']",68,145014
tt10272386,The Father,"A man refuses all assistance from his daughter as he ages. When he tries to understand what is happening around him, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",PG-13,6000000.0,"['Drama', 'Mystery']",97,242051
tt0042192,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Approved,1400000.0,['Drama'],138,148563
tt0167404,The Sixth Sense,"After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.",PG-13,40000000.0,"['Drama', 'Mystery', 'Thriller']",107,1137591
tt0089881,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",R,11500000.0,"['Action', 'Drama', 'War']",160,150878
tt0112641,Casino,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",R,52000000.0,"['Crime', 'Drama']",178,614980
tt0477348,No Country for Old Men,Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande.,R,25000000.0,"['Crime', 'Drama', 'Thriller']",122,1178908
tt0084787,The Thing,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,R,15000000.0,"['Horror', 'Mystery', 'Sci-Fi']",109,522452
tt1745960,Top Gun: Maverick,"The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission.",PG-13,170000000.0,"['Action', 'Drama']",130,848757
tt1392214,Prisoners,A desperate father takes the law into his own hands after police fail to find two kidnapped girls.,R,46000000.0,"['Crime', 'Drama', 'Mystery']",153,924652
tt0266697,Kill Bill: Vol. 1,"After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.",R,30000000.0,"['Action', 'Crime', 'Thriller']",111,1298191
tt0457430,El laberinto del fauno,"In 1944 Spain, a girl is sent to live with her ruthless stepfather. During the night, she meets a fairy who takes her to an old faun. He tells her she's a princess, but must prove her royalty by surviving three gruesome tasks.",R,19000000.0,"['Drama', 'Fantasy', 'War']",118,743985
tt0105695,Unforgiven,"Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a young would-be gunman calling himself ""The Schofield Kid"".",R,14400000.0,"['Drama', 'Western']",130,466517
tt0268978,A Beautiful Mind,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",PG-13,58000000.0,"['Biography', 'Drama', 'Mystery']",135,1048916
tt0040897,The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Approved,3000000.0,"['Adventure', 'Drama', 'Western']",126,140871
tt0347149,Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",PG,24000000.0,"['Adventure', 'Animation', 'Family']",119,507691
tt0266543,Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",G,94000000.0,"['Adventure', 'Animation', 'Comedy']",100,1200190
tt4729430,Klaus,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",PG,40000000.0,"['Adventure', 'Animation', 'Comedy']",96,234277
tt0055630,Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Not Rated,,"['Action', 'Drama', 'Thriller']",110,142358
tt0057115,The Great Escape,Allied officers in a German prisoner of war camp during World War II make a daring plan for a mass escape by hundreds of POWs hoping to draw German personnel and resources away from combat operations.,Approved,4000000.0,"['Adventure', 'Drama', 'Thriller']",172,276296
tt0080678,The Elephant Man,"A Victorian surgeon rescues a heavily-disfigured and mistreated young man working as a sideshow freak, who gradually reveals his capacity for kindness, intelligence and sophistication.",PG,5000000.0,"['Biography', 'Drama']",124,281054
tt0071853,Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",PG,229575.0,"['Adventure', 'Comedy', 'Fantasy']",91,601217
tt0046912,Dial M for Murder,"A London playboy plots the perfect murder of his rich, unfaithful wife.",PG,1400000.0,"['Crime', 'Drama', 'Mystery']",105,203805
tt0346336,La meglio gioventù,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,R,,"['Drama', 'Romance']",374,27768
tt1305806,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior--both of which still haunt him decades later.,R,2000000.0,"['Drama', 'Mystery', 'Romance']",129,240854
tt0031381,Gone with the Wind,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,G,3977000.0,"['Drama', 'Romance', 'War']",238,355066
tt32820897,Gekijô-ban Kimetsu no Yaiba Mugen Jô-hen,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.",R,20000000.0,"['Action', 'Adventure', 'Animation']",155,65828
tt0071315,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",R,6000000.0,"['Drama', 'Mystery', 'Thriller']",130,375345
tt0120735,"Lock, Stock and Two Smoking Barrels","When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",R,960000.0,"['Comedy', 'Crime']",107,648015
tt0434409,V for Vendetta,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.",R,54000000.0,"['Action', 'Drama', 'Sci-Fi']",132,1241449
tt0264464,Catch Me If You Can,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",PG-13,52000000.0,"['Biography', 'Crime', 'Drama']",141,1224708
tt2096673,Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.",PG,175000000.0,"['Adventure', 'Animation', 'Comedy']",95,906936
tt0042876,Rashômon,Three parties and a witness have four versions of a rape/murder in ninth-century Japan.,Not Rated,250000.0,"['Crime', 'Drama', 'Mystery']",88,195536
tt5027774,"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,R,15000000.0,"['Comedy', 'Crime', 'Drama']",115,603056
tt0117951,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",R,1500000.0,"['Crime', 'Drama']",93,766153
tt0050212,The Bridge on the River Kwai,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",PG,3000000.0,"['Adventure', 'Drama', 'War']",161,247786
tt1201607,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione set out on a quest to eliminate the remaining horcruxes. On the other hand, the students and teachers must unite to defend Hogwarts against Lord Voldemort and his army.",PG-13,125000000.0,"['Adventure', 'Family', 'Fantasy']",130,1038318
tt0097165,Dead Poets Society,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys' boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",PG,16400000.0,"['Comedy', 'Drama']",128,644466
tt0252488,Hababam Sinifi: Sinifta Kaldi,"A group of students have failed their exams and must return for another year. Distracting them all is a new young female teacher, who they try out their usual tricks on.",,,['Comedy'],95,30073
tt29623480,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",PG,78000000.0,"['Adventure', 'Animation', 'Family']",102,216779
tt1291584,Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",PG-13,25000000.0,"['Action', 'Drama', 'Sport']",140,526596
tt0116282,Fargo,Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,R,7000000.0,"['Crime', 'Drama', 'Thriller']",98,782639
tt0072684,Barry Lyndon,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,PG,11000000.0,"['Adventure', 'Drama', 'War']",185,202868
tt0081398,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",R,18000000.0,"['Biography', 'Drama', 'Sport']",129,408375
tt0052618,Ben-Hur,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it's not long before he regains his freedom and comes back for revenge.",G,15000000.0,"['Adventure', 'Drama']",212,270257
tt0405159,Million Dollar Baby,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",PG-13,30000000.0,"['Drama', 'Sport']",132,762907
tt1392190,Mad Max: Fury Road,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",R,150000000.0,"['Action', 'Adventure', 'Sci-Fi']",120,1200205
tt0118849,Bacheha-ye aseman,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",PG,180000.0,"['Drama', 'Family', 'Sport']",89,89355
tt2119532,Hacksaw Ridge,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",R,40000000.0,"['Biography', 'Drama', 'History']",139,674004
tt0096283,Tonari no Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",G,3700000.0,"['Adventure', 'Animation', 'Comedy']",86,427659
tt1205489,Gran Torino,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",R,33000000.0,['Drama'],116,858364
tt2024544,12 Years a Slave,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",R,20000000.0,"['Biography', 'Drama', 'History']",134,783192
tt0382932,Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,G,150000000.0,"['Adventure', 'Animation', 'Comedy']",111,934242
tt2278388,The Grand Budapest Hotel,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.",R,25000000.0,"['Comedy', 'Drama']",99,962826
tt0112471,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",R,2500000.0,"['Comedy', 'Drama', 'Romance']",101,374305
tt0353969,Salinui chueok,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",Not Rated,2800000.0,"['Crime', 'Drama', 'Mystery']",131,262778
tt0083658,Blade Runner,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,R,28000000.0,"['Action', 'Drama', 'Sci-Fi']",117,877502
tt0892769,How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",PG,165000000.0,"['Action', 'Adventure', 'Animation']",98,886911
tt10872600,Spider-Man: No Way Home,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",PG-13,200000000.0,"['Action', 'Adventure', 'Fantasy']",148,1007094
tt2267998,Gone Girl,The husband of a missing woman becomes the main suspect in her disappearance.,R,61000000.0,"['Drama', 'Mystery', 'Thriller']",149,1160995
tt0198781,"Monsters, Inc.","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",G,115000000.0,"['Adventure', 'Animation', 'Comedy']",92,1067475
tt0073195,Jaws,"When a massive killer shark unleashes chaos on a beach community off Long Island, it's up to the local police chief, a marine biologist, and an old seafarer to hunt the beast down.",PG,7000000.0,"['Adventure', 'Horror', 'Thriller']",124,732489
tt0107207,In the Name of the Father,"An Irish man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",R,13000000.0,"['Biography', 'Crime', 'Drama']",133,201842
tt1950186,Ford v Ferrari,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,PG-13,97600000.0,"['Action', 'Biography', 'Drama']",152,564377
tt3011894,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,R,3300000.0,"['Comedy', 'Drama', 'Thriller']",122,236785
tt0015864,The Gold Rush,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Approved,923000.0,"['Adventure', 'Comedy', 'Drama']",95,127658
tt0015324,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Passed,,"['Action', 'Comedy', 'Romance']",45,65220
tt0978762,Mary and Max.,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.",Not Rated,8240000.0,"['Animation', 'Comedy', 'Drama']",92,200958
tt0077416,The Deer Hunter,The lives of a group of friends are forever changed by the Vietnam War.,R,15000000.0,"['Drama', 'War']",183,385275
tt0046268,Le salaire de la peur,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",Not Rated,,"['Adventure', 'Drama', 'Thriller']",156,73123
tt0017925,The General,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",Passed,750000.0,"['Action', 'Adventure', 'Comedy']",78,105765
tt3315342,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",R,97000000.0,"['Action', 'Drama', 'Sci-Fi']",137,920055
tt0075148,Rocky,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,PG,960000.0,"['Drama', 'Sport']",120,684280
tt0031679,Mr. Smith Goes to Washington,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",Approved,1900000.0,"['Comedy', 'Drama']",129,129016
tt0046438,Tôkyô monogatari,"An old couple visit their children and grandchildren in the city, but receive little attention.",Not Rated,,['Drama'],137,77153
tt0047296,On the Waterfront,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",Approved,910000.0,"['Crime', 'Drama', 'Thriller']",108,177062
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",PG-13,140000000.0,"['Action', 'Adventure', 'Fantasy']",143,1315543
tt0050986,Smultronstället,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Not Rated,,"['Drama', 'Romance']",92,123990
tt1895587,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",R,20000000.0,"['Biography', 'Crime', 'Drama']",129,532655
tt0113247,La haine,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Not Rated,2590000.0,"['Crime', 'Drama']",98,223966
tt5323662,Koe no katachi,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends.",Not Rated,,"['Animation', 'Drama']",130,138230
tt0088247,The Terminator,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,R,6400000.0,"['Action', 'Adventure', 'Sci-Fi']",107,998179
tt15097216,Jai Bhim,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",Approved,,"['Crime', 'Drama']",164,233342
tt26548265,Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",,200000000.0,"['Action', 'Crime', 'Drama']",141,80263
tt0041959,The Third Man,"Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.",Approved,,"['Drama', 'Film-Noir', 'Mystery']",104,194560
tt0059742,The Sound of Music,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,G,8200000.0,"['Biography', 'Drama', 'Family']",174,289683
tt0118715,The Big Lebowski,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",R,15000000.0,"['Comedy', 'Crime']",117,913155
tt0036868,The Best Years of Our Lives,Three traumatized or physically disabled World War II veterans return home to the American Midwest to discover that they and their families have been irreparably changed making readjustment difficult.,Approved,2100000.0,"['Drama', 'Romance', 'War']",170,77108
tt0050976,Det sjunde inseglet,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Not Rated,150000.0,"['Drama', 'Fantasy']",96,215066
tt3170832,Room,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",R,13000000.0,"['Drama', 'Thriller']",118,478345
tt0381681,Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",R,2700000.0,"['Drama', 'Romance']",80,312936
tt0395169,Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",PG-13,17500000.0,"['Biography', 'Drama', 'History']",121,390768
tt0317705,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",PG,92000000.0,"['Action', 'Adventure', 'Animation']",115,893621
tt0091763,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",R,6000000.0,"['Drama', 'War']",120,470561
tt30472557,Gekijô-ban Chensô Man Reze-hen,"A direct sequel to the first season of the series ""Chainsaw Man"", featuring Denji, a young man who co-exists with a chainsaw demon. Denji encounters a new romantic interest, but will his involvement place them both in danger?",R,,"['Action', 'Adventure', 'Animation']",100,48523
tt1028532,Hachi: A Dog's Tale,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",G,16000000.0,"['Biography', 'Drama', 'Family']",93,340656
tt0070047,The Exorcist,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",R,11000000.0,['Horror'],122,495959
tt1979320,Rush,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",R,38000000.0,"['Biography', 'Drama', 'Sport']",123,555730
tt0032138,The Wizard of Oz,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",G,2777000.0,"['Adventure', 'Family', 'Fantasy']",102,465377
tt0129167,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,PG,70000000.0,"['Action', 'Adventure', 'Animation']",86,257988
tt0092005,Stand by Me,A writer recounts a childhood journey with his friends to find the body of a missing boy.,R,8000000.0,"['Adventure', 'Comedy', 'Drama']",89,484021
tt0019254,La passion de Jeanne d'Arc,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",Passed,,"['Biography', 'Drama', 'History']",114,67767
tt0476735,Babam ve Oglum,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Not Rated,,"['Drama', 'Family']",112,100283
tt0058946,La battaglia di Algeri,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",Not Rated,800000.0,"['Drama', 'War']",121,75074
tt4016934,Ah-ga-ssi,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.",Not Rated,10000000000.0,"['Drama', 'Romance', 'Thriller']",145,200897
tt0074958,Network,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",R,3800000.0,['Drama'],121,185270
tt4430212,Drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",Not Rated,9400000.0,"['Crime', 'Drama', 'Mystery']",163,107762
tt0035446,To Be or Not to Be,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Approved,,"['Comedy', 'Romance', 'War']",99,49546
tt0032551,The Grapes of Wrath,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",Approved,800000.0,['Drama'],129,107995
tt1954470,Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",Not Rated,184000000.0,"['Action', 'Comedy', 'Crime']",321,113437
tt21626284,Laapataa Ladies,"The misadventures of two young brides who get lost from the same train. From mistaken identities to laugh-out-aloud escapades, the ensuing chaos guarantees laughter galore and heartwarming moments.",TV-14,,"['Comedy', 'Drama']",122,58862
